,shop,category,url,attribution,icon_id,product_id,product_short,product_full,brand,quantity,17.05.2022,01.06.2022,15.06.2022,01.07.2022,15.07.2022,31.07.2022,16.08.2022,01.09.2022,15.09.2022,01.10.2022,15.10.2022
62,Migros,Fruits & légumes,https://www.migros.ch/fr/product/271413502300,"<a href=""https://www.flaticon.com/free-icons/cherry-tomato"" title=""cherry tomato icons"">Cherry tomato icons created by Culmbio - Flaticon</a>",tomate_cerise,tomate_cerise_migros,Tomates cerises,Tomates grappe Cerises,Fresca,500g,3.5,2.8,3.8,4.95,4.95,4.95,4.95,4.95,4.95,3.65,2.7
63,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/mo/6826101,"<a href=""https://www.flaticon.com/free-icons/bread"" title=""bread icons"">Bread icons created by Freepik - Flaticon</a>",pain,pain_migros,Pain bis bio,Pain bis Bio,Migros,500g,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9
64,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/196025001000,"<a href=""https://www.flaticon.com/free-icons/egg"" title=""egg icons"">Egg icons created by Good Ware - Flaticon</a>",oeuf,oeuf_migros,Oeufs,Oeufs suisses M Élevage en plein air,IP Suisse,10 pièces,5.05,5.05,5.05,5.05,5.05,5.05,5.05,5.15,5.15,5.15,5.15
65,Migros,Viandes et poissons,https://www.migros.ch/fr/product/165041300000,"<a href=""https://thenounproject.com/browse/icons/term/fish-stick/"" target=""_blank"" title=""fish stick Icons"">Fish sticks</a>",stick,stick_migros,Sticks de poisson,Bâtonnets de cabillaud panés,Pélican,10 pièces,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
66,Migros,Viandes et poissons,https://www.migros.ch/fr/product/155127200000,"<a href=""https://www.flaticon.com/free-icons/tuna"" title=""tuna icons"">Tuna icons created by Smashicons - Flaticon</a>",thon,thon_migros,Thon en boîte,Thon au naturel,Rio Mare,112 g,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
67,Migros,Produits laitiers,https://www.migros.ch/fr/product/205077400000,"<a href=""https://www.flaticon.com/free-icons/yogurt"" title=""yogurt icons"">Yogurt icons created by Freepik - Flaticon</a>",yogourt,yogourt_migros,Yogourt vanille,Yogourt Vanille,M-Classic,2x200 g,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
68,Migros,Produits laitiers,https://www.migros.ch/fr/product/212681200000,"<a href=""https://www.flaticon.com/free-icons/mozzarella"" title=""mozzarella icons"">Mozzarella icons created by Smashicons - Flaticon</a>",mozzarella,mozzarella_migros,,Mozzarella,Galbani,150g,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.2,2.2,2.2,2.2
69,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/107112500000,"<a href=""https://www.flaticon.com/free-icons/coffee-bean"" title=""coffee bean icons"">Coffee bean icons created by photo3idea_studio - Flaticon</a>",cafe_grain,cafe_migros,Café en grains,Café en grains Tradition,Chicco D'Oro  ,1kg,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.95,16.5
70,Migros,Hygiène et beauté,https://www.migros.ch/fr/product/513893300000,"<a href=""https://www.flaticon.com/free-icons/shower-gel"" title=""shower gel icons"">Shower gel icons created by Freepik - Flaticon</a>",douche,douche_migros,Gel douche,Gel douche Africa,Axe,400 ml,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
71,Migros,Viandes et poissons,https://www.migros.ch/fr/product/231512181000,"<a href=""https://www.flaticon.com/free-icons/meat"" title=""meat icons"">Meat icons created by Icongeek26 - Flaticon</a>",jambon,jambon_migros,Jambon,Jambon de derrière,Del Maître,120g,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
72,Migros,Hygiène et beauté,https://www.migros.ch/fr/product/520240200000,"<a href=""https://www.flaticon.com/free-icons/sanitary-napkin"" title=""sanitary napkin icons"">Sanitary napkin icons created by Freepik - Flaticon</a>",serviette,serviette_migros,,Serviettes hygiéniques,Always Ultra,22 pièces,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
73,Migros,Fruits & légumes,https://www.migros.ch/fr/product/260283504100,"<a href=""https://www.flaticon.com/free-icons/apple-computer"" title=""apple computer icons"">Apple computer icons created by Freepik - Flaticon</a>",pomme,pomme_migros,Pommes,Pommes bio de saison,Migros Bio,1kg,,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
74,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/mo/12354,"<a href=""https://www.flaticon.com/free-icons/lasagna"" title=""lasagna icons"">Lasagna icons created by Icongeek26 - Flaticon</a>",lasagne,lasagne_migros,Lasagne,Lasagne Bolognaise,Findus,1kg,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95
75,Migros,Hygiène et beauté,https://www.migros.ch/fr/product/514160000000,"<a href=""https://www.flaticon.com/free-icons/toothpaste"" title=""toothpaste icons"">Toothpaste icons created by kosonicon - Flaticon</a>",dentifrice,dentifrice_migros,Dentifrice,Dentifrice Protection caries,Elmex,75ml,,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.3
76,Migros,Fruits & légumes,https://www.migros.ch/fr/product/263330108400,"<a href=""https://www.flaticon.com/free-icons/fruit"" title=""fruit icons"">Fruit icons created by Freepik - Flaticon</a>",orange,orange_migros,,Oranges blondes,Fresca,1kg,1.55,1.55,1.55,1.55,1.55,1.55,1.65,2.25,2.25,2.15,1.88
77,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/521077800000,"<a href=""https://www.flaticon.com/free-icons/baby-food"" title=""baby food icons"">Baby food icons created by amonrat rungreangfangsai - Flaticon</a>",puree_bebe,puree_bebe_migros,Purée pour bébé,"Purée pour bébé Grenade, pomme et framboises / dès 6 mois",HiPP ,190g,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.45,1.45
78,Migros,Viandes et poissons,https://www.migros.ch/fr/product/220221000110,"<a href=""https://www.flaticon.com/free-icons/meat"" title=""meat icons"">Meat icons created by photo3idea_studio - Flaticon</a>",viande_hachee,viande_hachee_migros,Viande hachée,Viande hachée Mélangée,IP Suisse,500g,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5
79,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/104226400000,"<a href=""https://www.flaticon.com/free-icons/cereal"" title=""cereal icons"">Cereal icons created by Freepik - Flaticon</a>",cereale,cereale_migros,Céréales,Céréales croustillants Chocolat,Kellogg's,600g,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,5.2,5.2
80,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/mo/9688,"<a href=""https://www.flaticon.com/free-icons/toast"" title=""toast icons"">Toast icons created by Freepik - Flaticon</a>",parfait,parfait_migros,Parfait,Pâte à tartiner au foie,Le Parfait,200g,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
81,Migros,Produits laitiers,https://www.migros.ch/fr/product/204241700000,"<a href=""https://www.flaticon.com/free-icons/butter"" title=""Butter icons"">Butter icons created by Triangle Squad - Flaticon</a>",beurre,beurre_migros,Beurre,Le Beurre,Migros,250g,3.6,3.65,3.65,3.65,3.65,3.65,3.65,3.7,3.7,3.7,3.7
82,Migros,Produits laitiers,https://www.migros.ch/fr/product/205008000000,"<a href=""https://www.flaticon.com/free-icons/yogurt"" title=""yogurt icons"">Yogurt icons created by Freepik - Flaticon</a>",yogourt,yogourt_nature_migros,Yogourt nature,Yogourt nature,M-Budget,500g,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.85,0.85,0.85
83,Migros,Viandes et poissons,https://www.migros.ch/fr/product/251104930000,"<a href=""https://www.flaticon.com/free-icons/cod"" title=""cod icons"">Cod icons created by Freepik - Flaticon</a>",cabillaud,cabillaud_migros,,Suprême de cabillaud,M-Classic,1kg,41,42.56,39,43,42.83,43,43,43,43,36.5,43
84,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/103310100000,"<a href=""https://www.flaticon.com/free-icons/sunflower-oil"" title=""sunflower oil icons"">Sunflower oil icons created by Nikita Golubev - Flaticon</a>",huile_tournesol,huile_tournesol_migros,,Huile de tournesol,M-Classic,1l,4.85,4.85,4.85,4.85,4.85,4.95,4.95,4.95,4.95,4.95,4.95
85,Migros,Hygiène et beauté,https://www.migros.ch/fr/product/513655000000,"<a href=""https://www.flaticon.com/free-icons/moisturizer"" title=""moisturizer icons"">Moisturizer icons created by Good Ware - Flaticon</a>",creme,creme_migros,Crème visage,Crème pour le visage en boîte,Nivea,150ml,2.3,2.3,1.7,2.3,2.3,2.3,2.3,2.3,1.7,1.7,1.7
86,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/mo/5178769,"<a href=""https://www.flaticon.com/free-icons/wine"" title=""wine icons"">Wine icons created by Freepik - Flaticon</a>",vin_blanc,vin_blanc_migros,Vin blanc Chili,Novas Sauvignon Blanc  Gran Reserva Vin blanc Bio San Antono Valley - Chili,,75cl,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7
87,Migros,Boissons et alcools,https://www.migros.ch/fr/product/mo/125965,"<a href=""https://www.flaticon.com/free-icons/wine-glass"" title=""wine glass icons"">Wine glass icons created by Freepik - Flaticon</a>",vin_doux,vin_doux_migros,Vin doux Italie,Lambrusco Rosso  Viala IGT Vin doux Émilie-Romagna - Italie,,75cl,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
88,Migros,Boissons et alcools,https://www.migros.ch/fr/product/162026000000,"<a href=""https://www.flaticon.com/free-icons/fries"" title=""fries icons"">Fries icons created by monkik - Flaticon</a>",frite,frite_migros,,Frites au four,M-Classic,500g,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6
89,Migros,Hygiène et beauté,https://www.migros.ch/fr/product/520125600000,"<a href=""https://www.flaticon.com/free-icons/cotton"" title=""Cotton icons"">Cotton icons created by bearicons - Flaticon</a>",ouate,ouate_migros,Disques en ouate bio,Disques de ouate Coton Bio,Migros Bio,70 pièces ,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
90,Migros,Conserves et alimentation,https://www.migros.ch/fr/product/101950800000,"<a href=""https://www.flaticon.com/free-icons/chips"" title=""chips icons"">Chips icons created by Triberion - Flaticon</a>",chips,chips_migros,Chips paprika,Chips paprika,Zweifel  ,175g,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95,3.95
91,Coop,Hygiène et beauté,https://www.coop.ch/fr/menage-animaux/soins-du-linge/detachants-soin-couleurs/detachant/prix-garantie-eau-javel/p/6521384,"<a href=""https://www.flaticon.com/free-icons/bleach"" title=""bleach icons"">Bleach icons created by Smashicons - Flaticon</a>",javel,javel_coop,,Eau de Javel,Coop Prix Garantie ,2l,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3
92,Coop,Boissons et alcools,https://www.coop.ch/fr/nourriture/boissons/bieres/bieres-en-multipacks/feldschloesschen-original-biere-blonde-10x33cl/p/3051548,"<a href=""https://www.flaticon.com/free-icons/beer"" title=""beer icons"">Beer icons created by Freepik - Flaticon</a>",biere,biere_blonde_coop,,Bière blonde,Feldschlösschen,10 x 33cl,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9
93,Migros,Fruits & légumes,https://www.migros.ch/fr/product/mo/96905,"<a href=""https://www.flaticon.com/free-icons/fruit"" title=""fruit icons"">Fruit icons created by Icongeek26 - Flaticon</a>",banane,banane_migros,,Bananes,Chiquita,1kg,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.65
94,Migros,Produits laitiers,https://www.migros.ch/fr/product/204015000000,"<a href=""https://www.flaticon.com/free-icons/milk"" title=""milk icons"">Milk icons created by amonrat rungreangfangsai - Flaticon</a>",lait,lait_migros,Lait,Lait entier bio,Migros Bio,1l,1.85,1.85,1.85,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
